PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-2;2026-07-10 16:06:08.494244;op.mon.2.aws.sh.1;Sistema de métricas;op.mon.2;operacional;monitorización del sistema;Utilizar Security Hub para obtener una vista consolidada de los hallazgos de seguridad en los servicios de AWS habilitados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Hub is not enabled.;arn:aws:securityhub:us-east-2:162665602291:hub/unknown;securityhub_enabled;False;hub/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-2;2026-07-10 16:06:08.494244;op.mon.3.r1.aws.sh.1;Correlación de eventos;op.mon.3.r1;operacional;monitorización del sistema;Activar GuardDuty y Security Hub o bien disponer de un SIEM externo a AWS;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Hub is not enabled.;arn:aws:securityhub:us-east-2:162665602291:hub/unknown;securityhub_enabled;False;hub/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-2;2026-07-10 16:06:08.494244;op.mon.3.r2.aws.sh.1;Análisis dinámico;op.mon.3.r2;operacional;monitorización del sistema;Utilizar las herramientas AWS Config y Security hub;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Hub is not enabled.;arn:aws:securityhub:us-east-2:162665602291:hub/unknown;securityhub_enabled;False;hub/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-west-1;2026-07-10 16:06:08.494244;op.exp.7.aws.sh.1;Gestión de incidentes;op.exp.7;operacional;explotación;Habilitar Security Hub;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Hub is not enabled.;arn:aws:securityhub:us-west-1:162665602291:hub/unknown;securityhub_enabled;False;hub/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-west-1;2026-07-10 16:06:08.494244;op.mon.2.aws.sh.1;Sistema de métricas;op.mon.2;operacional;monitorización del sistema;Utilizar Security Hub para obtener una vista consolidada de los hallazgos de seguridad en los servicios de AWS habilitados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Hub is not enabled.;arn:aws:securityhub:us-west-1:162665602291:hub/unknown;securityhub_enabled;False;hub/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-west-1;2026-07-10 16:06:08.494244;op.mon.3.r1.aws.sh.1;Correlación de eventos;op.mon.3.r1;operacional;monitorización del sistema;Activar GuardDuty y Security Hub o bien disponer de un SIEM externo a AWS;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Hub is not enabled.;arn:aws:securityhub:us-west-1:162665602291:hub/unknown;securityhub_enabled;False;hub/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-west-1;2026-07-10 16:06:08.494244;op.mon.3.r2.aws.sh.1;Análisis dinámico;op.mon.3.r2;operacional;monitorización del sistema;Utilizar las herramientas AWS Config y Security hub;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Hub is not enabled.;arn:aws:securityhub:us-west-1:162665602291:hub/unknown;securityhub_enabled;False;hub/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-west-2;2026-07-10 16:06:08.494244;op.exp.7.aws.sh.1;Gestión de incidentes;op.exp.7;operacional;explotación;Habilitar Security Hub;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Hub is not enabled.;arn:aws:securityhub:us-west-2:162665602291:hub/unknown;securityhub_enabled;False;hub/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-west-2;2026-07-10 16:06:08.494244;op.mon.2.aws.sh.1;Sistema de métricas;op.mon.2;operacional;monitorización del sistema;Utilizar Security Hub para obtener una vista consolidada de los hallazgos de seguridad en los servicios de AWS habilitados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Hub is not enabled.;arn:aws:securityhub:us-west-2:162665602291:hub/unknown;securityhub_enabled;False;hub/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-west-2;2026-07-10 16:06:08.494244;op.mon.3.r1.aws.sh.1;Correlación de eventos;op.mon.3.r1;operacional;monitorización del sistema;Activar GuardDuty y Security Hub o bien disponer de un SIEM externo a AWS;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Hub is not enabled.;arn:aws:securityhub:us-west-2:162665602291:hub/unknown;securityhub_enabled;False;hub/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-west-2;2026-07-10 16:06:08.494244;op.mon.3.r2.aws.sh.1;Análisis dinámico;op.mon.3.r2;operacional;monitorización del sistema;Utilizar las herramientas AWS Config y Security hub;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Hub is not enabled.;arn:aws:securityhub:us-west-2:162665602291:hub/unknown;securityhub_enabled;False;hub/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.exp.9.aws.img.1;Registro de la gestión de incidentes;op.exp.9;operacional;explotación;Habilitar AWS Incident Manager y AWS CloudTrail en todas las regiones con el fin de recopilar información para generar contenido prescriptivo para la creación de informes exigidos por la medida de seguridad.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;No SSM Incidents replication set exists.;arn:aws:ssm-incidents:us-east-1:162665602291:replication-set;ssmincidents_enabled_with_plans;False;162665602291;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;mp.com.4.r3.aws.vpc.1;Segmentación física;mp.com.4.r3;medidas de protección;protección de las comunicaciones;Implementar la segmentación a través de diferentes VPCs situadas en diferentes ubicaciones.;alto;refuerzo;confidencialidad,integridad;automático;mp.com.4.r2;FAIL;VPCs found only in one region.;arn:aws:ec2:us-east-1:162665602291:vpc;vpc_different_regions;False;162665602291;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;162665602291;us-east-1;2026-07-10 16:06:08.494244;op.cont.2.aws.vpc.1;Plan de continuidad;op.cont.2;operacional;continuidad del servicio;Distribución de las VPCs entre múltiples regiones y zonas de disponibilidad de AWS para garantizar la continuidad del servicio ante fallos regionales o zonales.;alto;requisito;disponibilidad;automático;;FAIL;VPCs found only in one region.;arn:aws:ec2:us-east-1:162665602291:vpc;vpc_different_regions;False;162665602291;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.pl.2.r1.aws.warch.1;Sistema de gestión;op.pl.2.r1;operacional;planificación;Es recomendable que la entidad usuaria se apoye en el marco de trabajo AWS Well-Architected Framework;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.pl.2.r2.aws.warch.1;Sistema de gestión de la seguridad con mejora continua;op.pl.2.r2;operacional;planificación;Es recomendable que la entidad usuaria se apoye en el marco de trabajo AWS Well-Architected Framework;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.pl.2.r3.aws.warch.1;Validación de datos;op.pl.2.r3;operacional;planificación;Es recomendable que la entidad usuaria se apoye en el marco de trabajo AWS Well-Architected Framework;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.pl.4.aws.ec2.1;Necesidades de procesamiento;op.pl.4;operacional;planificación;La entidad usuaria deberá llevar a cabo el estudio de capacidades a las que hace referencia la medida de seguridad, si bien (…) deberá tener especialmente en cuenta: * Las capacidades de procesamiento, almacenamiento y comunicaciones de las instancais desplegadas en AWS.;alto;requisito;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.pl.4.aws.sq.1;Necesidades de procesamiento;op.pl.4;operacional;planificación;La entidad usuaria deberá llevar a cabo el estudio de capacidades a las que hace referencia la medida de seguridad, si bien (…) deberá tener especialmente en cuenta: * Las cuotas de los servicios a utilizar.;alto;requisito;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.pl.4.r1.aws.cw.1;Mejora continua de la gestión de la capacidad;op.pl.4.r1;operacional;planificación;En caso de no disponer de herramientas de terceros, se deberán utilizar las herramientas de monitorización de la capaciad indicadas para monitorizar las capacidades de la infraestructura y el grado de consumo de los servicios en función de las cuotas disponibles. (CloudWatch);alto;refuerzo;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.pl.4.r1.aws.sq.1;Mejora continua de la gestión de la capacidad;op.pl.4.r1;operacional;planificación;En caso de no disponer de herramientas de terceros, se deberán utilizar las herramientas de monitorización de la capaciad indicadas para monitorizar las capacidades de la infraestructura y el grado de consumo de los servicios en función de las cuotas disponibles. (Service Quotas);alto;refuerzo;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.pl.4.r1.aws.sq.2;Previsión y actualización de la capacidad;op.pl.4.r1;operacional;planificación;En cuanto a la monitorización sobre el grado de consumo, utilizar la solución nativa Quota Monitor.;alto;recomendacion;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.pl.4.r1.aws.sns.1;Monitorización de la capacidad;op.pl.4.r1;operacional;planificación;Para la creación de alarmas en materia de capacidad de las instancias, se debe configurar un tema de SNS que permita el envío de mails automáticos a la dirección de correo seleccionada.;alto;recomendacion;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.pl.4.r1.aws.sns.2;Monitorización de la capacidad;op.pl.4.r1;operacional;planificación;Configurar alarmas correspondientes a las diferentes capacidades (SNS) como uso de CPU, capacidad de almacenamiento o latencia.;alto;recomendacion;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.pl.4.r1.aws.sq.3;Monitorización de la capacidad;op.pl.4.r1;operacional;planificación;Visualizar las cuotas de servicio y configurar alarmas a través de la integración de AWS Service Quotas con CloudWatch.;alto;recomendacion;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.1.aws.iam.1;Identificador único;op.acc.1;operacional;control de acceso;Utilizar los grupos y roles, en lugar de los usuarios individuales, para controlar el acceso. Esto permitirá implementar un conjunto de permisos en lugar de actualizar muchas políticas individuales cuando el acceso de un usuario necesita cambiar.;alto;requisito;trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.1.aws.iam.3;Proveedor de identidad centralizado;op.acc.1;operacional;control de acceso;"El usuario raíz actúa como usuario IAM de seguridad (usuario ""breakglass""), dado que no se encuentra sincronizado con el proveedor de identidades externo, lo que permite la recuperación de emergencia del acceso a AWS en caso de imposibilidad de autenticar a los usuarios a través del proveedor de identidades.";alto;recomendacion;trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.1.aws.iam.4;Identificador único;op.acc.1;operacional;control de acceso;Utilizar identificadores únicos para los usuarios del sistema.;alto;requisito;trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.1.aws.iam.5;Identificador único;op.acc.1;operacional;control de acceso;Cada cuenta estará asociada a un identificador único.;alto;requisito;trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.1.aws.iam.6;Cuentas de usuario;op.acc.1;operacional;control de acceso;"Las cuentas deben ser inhabilitadas en los siguientes casos: cuando el usuario deja la organización; cuando el usuario cesa en la función para la cual se requería la cuenta de usuario; o, cuando la persona que la autorizó, da orden en sentido contrario.";alto;requisito;trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.1.aws.iam.7;Cuentas de usuario;op.acc.1;operacional;control de acceso;Las cuentas se retendrán durante el periodo necesario para atender a las necesidades de trazabilidad de los registros de actividad asociados a las mismas. A este periodo se le denominará periodo de retención.;alto;requisito;trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.1.r1.aws.iam.1;Identificación de usuario;op.acc.1.r1;operacional;control de acceso;Los identificadores de usuario deberán ser asignados en el proveedor de identidades (o en IAM) de modo que se permita singularizar a la persona asociada a cada identificador y cumplir con el resto de requisitos del refuerzo;alto;refuerzo;trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.2.aws.iam.1;Requisitos de acceso;op.acc.2;operacional;control de acceso;Hacer uso de las políticas IAM para la asignación de privilegios de acceso. Deberán administrarse permisos para controlar el acceso de las identidades de personas y máquinas y sus cargas de trabajo.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.2.aws.vpn.1;Requisitos de acceso;op.acc.2;operacional;control de acceso;Deberá definirse una correcta política de permisos IAM para operaciones de Amazon WorkSpaces según las recomendaciónes establecidas en la sección 3.1.1 Control de Acceso de la guía CCN STIC-887A Guía de configuración segura AWS.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.2.aws.iam.2;Requisitos de acceso;op.acc.2;operacional;control de acceso;Deberá definirse una política IAM que conceda permiso al usuario o rol de IAM para utilizar los recursos y las acciones de la API específicos que necesita;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.2.aws.iam.3;Requisitos de acceso;op.acc.2;operacional;control de acceso;De acuerdo con las medidas del Esquema Nacional de seguridad los derechos de acceso de cada recurso, se establecerán según las decisiones de la persona responsable del recurso, ateniéndose a la política y normativa de seguridad del sistema;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.2.aws.vpn.2;Requisitos de acceso;op.acc.2;operacional;control de acceso;Deberán restringirse los permisos a usuarios para utilizar la acción ec2:DescribeVpnConnections. Esta acción permite a los usuarios ver la información de configuración de la gateway de cliente sobre las conexiones Site-to-Site VPN de su cuenta.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.2.aws.vpn.3;Requisitos de acceso;op.acc.2;operacional;control de acceso;La rotación de certificados de VPN deberá asignarse siguiendo las recomendaciónes de segregación de funciones tal y como se explica en la sección 3.1.1.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.2.r1.aws.iam.1;Privilegios de acceso;op.acc.2.r1;operacional;control de acceso;Evitar el uso de asunción de roles para cualquier cuenta.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.3.aws.iam.1;Segregación de funciones y tareas;op.acc.3;operacional;control de acceso;Enumerar los recursos específicos a los que puede obtener acceso una función de trabajo.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.3.aws.iam.2;Segregación de funciones y tareas;op.acc.3;operacional;control de acceso;Emplear correctamente el uso de RBAC/ABAC para separar las funciones de desarrollo y operación.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.3.aws.iam.3;Segregación de funciones y tareas;op.acc.3;operacional;control de acceso;Emplear correctamente el uso de RBAC/ABAC para separar las funciones de autorización y control de uso.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.3.aws.iam.4;Segregación de funciones y tareas;op.acc.3;operacional;control de acceso;Las políticas IAM deberían estar asociadas solo a grupos y a roles.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.3.r3.aws.iam.1;Acceso a la información de seguridad;op.acc.3.r3;operacional;control de acceso;Limitar el acceso a la información de seguridad del sistema a los administradores de seguridad utilizando los mecanismos de acceso imprescindibles (consola, interfaz web, acceso remoto etc.).;opcional;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
